LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_entity_photo
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(ENTITY_ID,PHOTO_ID,DATE_TAKEN,ACTION_TYPE,ACTION_TIME,ACTION_BY)
BEGINDATA
0IHVOJI000X83MIG,L7CX0SFIUA6SF1AI,1999010618:54:58-480,I,1999010618:54:58-480,-900
0IHUWBL000XD3MIG,C9PPATYU5IK9VXBC,1999010619:38:36-480,I,1999010619:38:36-480,-900
0IHUWBL000XD3MIG,D8VJTL88DJMZL9EC,1999010619:39:00-480,I,1999010619:39:00-480,-900
0IHUT19300XD3MIG,K0DVXSF0LUEBKX0Y,1999010619:50:06-480,I,1999010619:50:06-480,-900
0IHUT19300XD3MIG,QRVZFH0NM11K3U3P,1999010619:50:24-480,I,1999010619:50:24-480,-900
0IHUWBH2A0XD3MIG,XXIUSB3N73OXWMI5,1999010619:54:24-480,I,1999010619:54:24-480,-900
0IHUWBH2A0XD3MIG,U8J3Y99TQJ4BGXJM,1999010619:54:40-480,I,1999010619:54:40-480,-900
0IHVJ88670X78MIG,K10UYQH979T5K4NF,1999010620:38:12-480,I,1999010620:38:12-480,-900
0IHVJ88670X78MIG,BOT80SPS955UP90F,1999010620:38:28-480,I,1999010620:38:28-480,-900
0IHVPJB0A0X84MIG,FIRZP7GGEQHWOW1T,1999010620:39:44-480,I,1999010620:39:44-480,-900
0IHVPJB0A0X84MIG,H98QIUFLY8L39AOK,1999010620:39:58-480,I,1999010620:39:58-480,-900
0IHV1VB000X31MIG,A6OO9GQXVKODZLRA,1999010620:43:40-480,I,1999010620:43:40-480,-900
0IHV1VB000X31MIG,LMWPZFBKI7LVLXTL,1999010620:43:54-480,I,1999010620:43:54-480,-900
0IHUNP20U0XD3MIG,EDTIB8ERC2UA2JW4,1999010620:45:42-480,I,1999010620:45:42-480,-900
0IHUNP20U0XD3MIG,NKLC9O1LLQJ29D6L,1999010620:45:54-480,I,1999010620:45:54-480,-900
0IHUP5S0V0XD3MIG,K5GL7S4WYT7HS76X,1999010622:08:14-480,I,1999010622:08:14-480,-900
0IHUP5S0V0XD3MIG,D9ZHOOHRQUT8S2YD,1999010622:08:30-480,I,1999010622:08:30-480,-900
0IHUWBN000XD3MIG,F8NP8RKN3GRCU84Y,1999010622:12:22-480,I,1999010622:12:22-480,-900
0IHUWBN000XD3MIG,XKM2TCBN9A5PFXZ9,1999010622:12:42-480,I,1999010622:12:42-480,-900
0IHVNJF220X83MIG,E2GXF5MRVNQ9J6YJ,1999010622:23:52-480,I,1999010622:23:52-480,-900
0IHVNJF220X83MIG,SA64437UVMPWDX8H,1999010622:24:04-480,I,1999010622:24:04-480,-900
0IHURIW000XD1MIG,D16ZZYILI2COO2Z4,1999010701:37:58-480,I,1999010701:37:58-480,-900
0IHURIW000XD1MIG,YT7R0PLASZO6ZYH9,1999010701:38:18-480,I,1999010701:38:18-480,-900
0IHUWBT000XD3MIG,KRLX1B5LZAXBH6X8,1999010702:38:26-480,I,1999010702:38:26-480,-900
0IHUWBT000XD3MIG,TRYYLU5JB8YFCOIC,1999010702:38:44-480,I,1999010702:38:44-480,-900
0IHUH3F010X30MIG,KRSWPRX2M2ELLXF9,1999010702:41:00-480,I,1999010702:41:00-480,-900
0IHUH3F010X30MIG,NGXB9Z4BLTA7HKNN,1999010702:41:28-480,I,1999010702:41:28-480,-900
0IHUWBO060XD3MIG,LEDGQZ3YW6DTXO6P,1999010702:42:56-480,I,1999010702:42:56-480,-900
0IHUWBO060XD3MIG,VQM05B4K1ZE2L1WN,1999010702:43:20-480,I,1999010702:43:20-480,-900
0IHUWBU1C0XD3MIG,KJF44LWF13SW8DK5,1999010702:47:46-480,I,1999010702:47:46-480,-900
0IHUWBU1C0XD3MIG,LRVUK27ZGO9SL8T5,1999010702:48:24-480,I,1999010702:48:24-480,-900
0IHUSZ8000XD3MIG,KMA6TNY6K4HUBJAL,1999010702:52:02-480,I,1999010702:52:02-480,-900
0IHUSZ8000XD3MIG,MREPC5Z85RJWLJRC,1999010702:53:44-480,I,1999010702:53:44-480,-900
0IHUWC5000XD3MIG,AV2OMDJ3UHQ3TMS8,1999010704:26:06-480,I,1999010704:26:06-480,-900
0IHUWC5000XD3MIG,WO1SLJAFT1T34H0B,1999010704:26:42-480,I,1999010704:26:42-480,-900
0IHUJVI0K0X22MIG,FR3RY1DUUFLIZJBK,1999010704:31:00-480,I,1999010704:31:00-480,-900
0IHUJVI0K0X22MIG,IKU94OAGWWHD735D,1999010704:31:24-480,I,1999010704:31:24-480,-900
0IHUWC7000XD3MIG,RD2ZRHY6TH40K9HR,1999010704:36:58-480,I,1999010704:36:58-480,-900
0IHUWC7000XD3MIG,HZWQXHHUPR4M93JJ,1999010704:37:24-480,I,1999010704:37:24-480,-900
0IHVP80000X84MIG,RAHO9401UFEI58CQ,1999010704:38:56-480,I,1999010704:38:56-480,-900
0IHVP80000X84MIG,QZ6SN56RDAE1FO05,1999010704:39:22-480,I,1999010704:39:22-480,-900
0IHUWC8000XD3MIG,LKLTLVT5UEZQY525,1999010704:46:18-480,I,1999010704:46:18-480,-900
0IHUWC8000XD3MIG,EAE37W05B2G00M6F,1999010704:46:46-480,I,1999010704:46:46-480,-900
0IHVO3S230X85MIG,TPR0MX4BT87K6Z5C,1999010704:50:40-480,I,1999010704:50:40-480,-900
0IHVO3S230X85MIG,ORRV43DTKAOXLY4D,1999010704:51:16-480,I,1999010704:51:16-480,-900
0IHUZMZ000XD7MIG,ULDVYQPJQGEA6EB6,1999010705:21:22-480,I,1999010705:21:22-480,-900
0IHUZMZ000XD7MIG,TFP8FG8QFU8TMAPE,1999010705:21:44-480,I,1999010705:21:44-480,-900
0IHUWAC000XD3MIG,NQTZYNCSHNG6HJMH,1999010705:24:36-480,I,1999010705:24:36-480,-900
0IHUWAC000XD3MIG,V90LWQLYTJACIH3Z,1999010705:24:54-480,I,1999010705:24:54-480,-900
0IHUWC1000XD3MIG,X6TN4E1KSFXPOX9R,1999010705:26:32-480,I,1999010705:26:32-480,-900
0IHUWC1000XD3MIG,LTCJU6SBYK8XLGXS,1999010705:26:50-480,I,1999010705:26:50-480,-900
0IHUWCA000XD3MIG,HHZP4QC95BPO78ST,1999010705:28:40-480,I,1999010705:28:40-480,-900
0IHUWCA000XD3MIG,WNIY5UDADLTQH5B5,1999010705:29:02-480,I,1999010705:29:02-480,-900
0IHUWC4000XD3MIG,VP2VQOLKC344P1FM,1999010705:38:12-480,I,1999010705:38:12-480,-900
0IHUWC4000XD3MIG,VGGMM5DJ7V4DVBXI,1999010705:38:38-480,I,1999010705:38:38-480,-900
0IHUWBX000XD3MIG,NK5NGQSL2GMWQMI8,1999010705:39:36-480,I,1999010705:39:36-480,-900
0IHUWBX000XD3MIG,J3ZU1F2Y357FAZVM,1999010705:40:20-480,I,1999010705:40:20-480,-900
0IHUVWO000XD3MIG,SP2JT3U0Q9KIF619,1999010705:41:22-480,I,1999010705:41:22-480,-900
0IHUVWO000XD3MIG,H0JW1XT3TZPSK85U,1999010705:41:38-480,I,1999010705:41:38-480,-900
0IHUQVX3O0XD3MIG,WDONFBPKPRCGGISZ,1999010705:54:42-480,I,1999010705:54:42-480,-900
0IHUQVX3O0XD3MIG,U0HAJ2Y1ZPUF9E3R,1999010705:55:02-480,I,1999010705:55:02-480,-900
0IHUOIC000X31MIG,IBR1FNAEJWC0SWVO,1999010705:59:18-480,I,1999010705:59:18-480,-900
0IHUOIC000X31MIG,M2RP2N25N0UYQ5P2,1999010705:59:38-480,I,1999010705:59:38-480,-900
0IHUWBV1V0XD3MIG,BBFZKI6AFQQJKZAK,1999010706:00:48-480,I,1999010706:00:48-480,-900
0IHUWBV1V0XD3MIG,WIZX76ZNLRPJ7EN2,1999010706:01:14-480,I,1999010706:01:14-480,-900
0IHUWBQ000XD3MIG,EPSZEGFSMTGK33D9,1999010706:02:20-480,I,1999010706:02:20-480,-900
0IHUWBQ000XD3MIG,AHWAE1J3273RJWMY,1999010706:02:36-480,I,1999010706:02:36-480,-900
0IHUSSX000XD3MIG,K6QZ3I7CNRWXE191,1999010706:05:56-480,I,1999010706:05:56-480,-900
0IHUSSX000XD3MIG,ZUTZ2B5XYBKINVK5,1999010706:06:14-480,I,1999010706:06:14-480,-900
0IHUSK2000X31MIG,RLLGTJTY7QSKPOGA,1999010706:09:56-480,I,1999010706:09:56-480,-900
0IHUSK2000X31MIG,P1SDK9CWWND0U8YW,1999010706:10:08-480,I,1999010706:10:08-480,-900
0IHUM7O000X22MIG,K7ALK34TPDJ2NKCQ,1999010706:16:24-480,I,1999010706:16:24-480,-900
0IHUM7O000X22MIG,P3GC7I2XXJ05569J,1999010706:16:32-480,I,1999010706:16:32-480,-900
0IHUMV5000X31MIG,PYVSH72UYHLJ4QZ6,1999010714:53:22-480,I,1999010714:53:22-480,-900
0IHUMV5000X31MIG,Y71GGU6OS4YKZX8I,1999010714:53:34-480,I,1999010714:53:34-480,-900
0IHUOKC060XD1MIG,XOT78YIH29YR6TJT,1999010717:27:38-480,I,1999010717:27:38-480,-900
0IHUOKC060XD1MIG,MPFT2IKTY1SM9EAD,1999010717:27:56-480,I,1999010717:27:56-480,-900
0IHUTR6660XD3MIG,CXHNGOK2O9IUIDBP,1999010718:12:14-480,I,1999010718:12:14-480,-900
0IHUTR6660XD3MIG,YPYNM54GAY8ZVSH7,1999010718:12:26-480,I,1999010718:12:26-480,-900
0IHUYK14Z0XD7MIG,DBTS1TW91LTFFVYG,1999010719:06:34-480,I,1999010719:06:34-480,-900
0IHUYK14Z0XD7MIG,GKQHRJAX5OO3SBKL,1999010719:06:52-480,I,1999010719:06:52-480,-900
0IHVKYB000X84MIG,H8FUL2YTGERN7IMJ,1999010719:59:14-480,I,1999010719:59:14-480,-900
0IHVKYB000X84MIG,ZH3KQO6J36IESCQB,1999010719:59:20-480,I,1999010719:59:20-480,-900
0IHVPV9000X84MIG,IO2X16U323OMYAE2,1999010720:35:20-480,I,1999010720:35:20-480,-900
0IHVPV9000X84MIG,V5X4JX83J08RLMLD,1999010720:35:40-480,I,1999010720:35:40-480,-900
0IHUL93BM0XD3MIG,PTT8WM0N258W9GQP,1999010720:37:24-480,I,1999010720:37:24-480,-900
0IHUL93BM0XD3MIG,JACTLL4XPVHJ8TCR,1999010720:37:38-480,I,1999010720:37:38-480,-900
0IHUHFJ000XD7MIG,YXQCSSWPHIRTRMIS,1999010720:39:26-480,I,1999010720:39:26-480,-900
0IHUHFJ000XD7MIG,UI8N9DAH69PE49BG,1999010720:39:40-480,I,1999010720:39:40-480,-900
0IHUJVI5D0X23MIG,E3W597Z1F1QKQMMM,1999010720:41:02-480,I,1999010720:41:02-480,-900
0IHUJVI5D0X23MIG,MLQD2NZYU9447JAD,1999010720:41:20-480,I,1999010720:41:20-480,-900
0IHUWCM330XD3MIG,PO3FOCN2RRNJFOI0,1999010721:36:30-480,I,1999010721:36:30-480,-900
0IHUWCM330XD3MIG,S688LXT6D85THIU7,1999010721:36:38-480,I,1999010721:36:38-480,-900
0IHUTER2I0XD3MIG,CJRIP1D2HAKS1V2A,1999010721:38:32-480,I,1999010721:38:32-480,-900
0IHUTER2I0XD3MIG,O5W0HZ17H8UWVRXB,1999010721:38:46-480,I,1999010721:38:46-480,-900
0IHULEP830XD3MIG,CC4DBLEV6TZOXJAW,1999010722:32:00-480,I,1999010722:32:00-480,-900
0IHULEP830XD3MIG,DYWTF34Q5SVJHSG4,1999010722:32:14-480,I,1999010722:32:14-480,-900
0IHUWCR000XD3MIG,JMU7R3SFN1QSUR7P,1999010802:27:36-480,I,1999010802:27:36-480,-900
0IHUWCR000XD3MIG,JHLI4RXA8BVK27VF,1999010802:27:48-480,I,1999010802:27:48-480,-900
0IHUWCO2X0XD3MIG,RB0X8FJLR1406KBL,1999010802:29:10-480,I,1999010802:29:10-480,-900
0IHUWCO2X0XD3MIG,HD50FHWXT3W49VNO,1999010802:29:20-480,I,1999010802:29:20-480,-900
0IHUWCQ000XD3MIG,M089M5CEBQDIZLI5,1999010802:30:40-480,I,1999010802:30:40-480,-900
0IHUWCQ000XD3MIG,XKENFUST948NSKWD,1999010802:30:48-480,I,1999010802:30:48-480,-900
0IHUJL60T0X22MIG,HETXUB6CC4XCVKID,1999010802:34:40-480,I,1999010802:34:40-480,-900
0IHUJL60T0X22MIG,TOTMLE7JZG35VNSM,1999010802:34:48-480,I,1999010802:34:48-480,-900
0IHUWCS000XD3MIG,HR3MS43856D0M1T9,1999010802:36:48-480,I,1999010802:36:48-480,-900
0IHUWCS000XD3MIG,GVWBHIKNF15QPVDJ,1999010802:37:04-480,I,1999010802:37:04-480,-900
0IHUWCO000XD3MIG,L6MJSXUUV4V0LQDT,1999010802:39:32-480,I,1999010802:39:32-480,-900
0IHUWCO000XD3MIG,KDPCU17D6IE6NOUF,1999010802:39:42-480,I,1999010802:39:42-480,-900
0IHUX8R000XD1MIG,SWAMSP76PUL1FTH8,1999010802:40:22-480,I,1999010802:40:22-480,-900
0IHUX8R000XD1MIG,Q4QA8CCPKWI8SZ6G,1999010802:40:28-480,I,1999010802:40:28-480,-900
0IHUMK7000XD3MIG,EGNP3WYNHPX2DMSF,1999010804:33:58-480,I,1999010804:33:58-480,-900
0IHUMK7000XD3MIG,BY1PLYJUKL1XDZFK,1999010804:34:06-480,I,1999010804:34:06-480,-900
0IHULNR2L0XD1MIG,EMLXBUVBNKTARJOU,1999010804:34:52-480,I,1999010804:34:52-480,-900
0IHULNR2L0XD1MIG,HNGCQZCINSFHT4K4,1999010804:35:04-480,I,1999010804:35:04-480,-900
0IHUM27090XD3MIG,HYGE0KQ8KNG04ACL,1999010804:35:48-480,I,1999010804:35:48-480,-900
0IHUM27090XD3MIG,DTHLA3JBW6GSDI5J,1999010804:36:00-480,I,1999010804:36:00-480,-900
0IHUM2U000X22MIG,Y5WWCPVVKEPQHECK,1999010804:40:24-480,I,1999010804:40:24-480,-900
0IHUM2U000X22MIG,HUZARZG5GHKML6Y3,1999010804:40:36-480,I,1999010804:40:36-480,-900
0IHUXQ81A0XD7MIG,U2AJOENC2MM69CW2,1999010804:54:02-480,I,1999010804:54:02-480,-900
0IHUXQ81A0XD7MIG,KXISLMWY3C4I0JZQ,1999010804:54:14-480,I,1999010804:54:14-480,-900
0IHULND1V0XD3MIG,SX0QAT0Q3M295ROP,1999010804:54:52-480,I,1999010804:54:52-480,-900
0IHULND1V0XD3MIG,IBE7H1XH0FAQV6KE,1999010804:55:02-480,I,1999010804:55:02-480,-900
0IHVNEI2S0X83MIG,VZF2APVF6ZLQHFSZ,1999010804:57:30-480,I,1999010804:57:30-480,-900
0IHVNEI2S0X83MIG,AZ7QJQ4LVRO8DUPH,1999010804:57:42-480,I,1999010804:57:42-480,-900
0IHUN461P0XD7MIG,KR070BT50CBF8S8X,1999010804:58:28-480,I,1999010804:58:28-480,-900
0IHUN461P0XD7MIG,V9LJIVMBU38GV7A3,1999010804:58:40-480,I,1999010804:58:40-480,-900
0IHUOVJ000XD3MIG,TTLX7PWHTDSA6RPA,1999010806:05:18-480,I,1999010806:05:18-480,-900
0IHUOVJ000XD3MIG,MXK87KP7EJCW8LCE,1999010806:05:24-480,I,1999010806:05:24-480,-900
0IHV4SH1V0XD1MIG,VAGK3YA7SIG49VTK,1999010806:07:10-480,I,1999010806:07:10-480,-900
0IHV4SH1V0XD1MIG,SOCE17JHEOYFP15W,1999010806:07:16-480,I,1999010806:07:16-480,-900
0IHUSX5000XD2MIG,ITO3D6HQLCBLAKLX,1999010806:08:42-480,I,1999010806:08:42-480,-900
0IHUSX5000XD2MIG,VXHXDAFCF50O9EVR,1999010806:08:50-480,I,1999010806:08:50-480,-900
0IHUQS4090XD3MIG,MA9CDL74X2E5OZIA,1999010806:14:04-480,I,1999010806:14:04-480,-900
0IHUQS4090XD3MIG,WDVTUK020EP8U8SP,1999010806:14:18-480,I,1999010806:14:18-480,-900
0IHUWCS2X0XD3MIG,IIAHE4JZ8T7NS3Y3,1999010806:29:18-480,I,1999010806:29:18-480,-900
0IHUWCS2X0XD3MIG,NZNDX2G9NVPRH4AR,1999010806:29:28-480,I,1999010806:29:28-480,-900
0IHUTCX2F0XD3MIG,VGDRHJLSLFFDHWRG,1999010806:30:18-480,I,1999010806:30:18-480,-900
0IHUTCX2F0XD3MIG,LBZ2ENMUW50HS57W,1999010806:30:34-480,I,1999010806:30:34-480,-900
0IHUWCY000XD3MIG,NOL11C1NXU71TRCH,1999010806:31:00-480,I,1999010806:31:00-480,-900
0IHUWCY000XD3MIG,SXOHWVMH80AAJVXE,1999010806:31:04-480,I,1999010806:31:04-480,-900
0IHUWCZ000XD3MIG,LIQDZ5QOWIPKWFOP,1999010806:36:04-480,I,1999010806:36:04-480,-900
0IHUWCZ000XD3MIG,ZYJGSZWPVIBDLBJN,1999010806:36:28-480,I,1999010806:36:28-480,-900
0IHV11R000XD2MIG,NV8HM1EQ0D3QJKT9,1999010818:11:24-480,I,1999010818:11:24-480,-900
0IHV11R000XD2MIG,NTVZD1CG41RRFKOC,1999010818:11:34-480,I,1999010818:11:34-480,-900
0IHUWDA2X0XD3MIG,I6VURPXMOHJMQ3ID,1999010818:13:48-480,I,1999010818:13:48-480,-900
0IHUWDA2X0XD3MIG,UEN0OGM8WK6WLQA5,1999010818:13:58-480,I,1999010818:13:58-480,-900
0IHULTB1J0X23MIG,GWB0MRPPIY7QW6JL,1999010818:54:04-480,I,1999010818:54:04-480,-900
0IHULTB1J0X23MIG,TH1D4T62VZ0SU9GE,1999010818:54:20-480,I,1999010818:54:20-480,-900
0IHVFMA000X51MIG,E853M2FXJA2CE445,1999010820:16:42-480,I,1999010820:16:42-480,-900
0IHVFMA000X51MIG,GB87EMWQJ31JEAUZ,1999010820:16:54-480,I,1999010820:16:54-480,-900
0IHUOWX000XD3MIG,ZIBJWRJ2I7S5BEL8,1999010820:22:34-480,I,1999010820:22:34-480,-900
0IHUOWX000XD3MIG,U0V612S7JFICQW4F,1999010820:22:40-480,I,1999010820:22:40-480,-900
0IHUZHP2X0XD2MIG,JAU7RSHM44LDGUQC,1999010820:25:16-480,I,1999010820:25:16-480,-900
0IHUZHP2X0XD2MIG,J2SQM5JR9SHKYSY3,1999010820:25:26-480,I,1999010820:25:26-480,-900
0IHUJTB250XD2MIG,WHRSOCYJ8I5O93B3,1999010820:40:02-480,I,1999010820:40:02-480,-900
0IHUJTB250XD2MIG,MFUJD0J0YSO3TTSR,1999010820:40:10-480,I,1999010820:40:10-480,-900
0IHUWDD000XD3MIG,BY42M7OQ748HLIWM,1999010822:30:58-480,I,1999010822:30:58-480,-900
0IHUWDD000XD3MIG,Y5NXAYDOKQIDC1LK,1999010822:31:50-480,I,1999010822:31:50-480,-900
0IHUWDE060XD3MIG,YKLZZZ2W76QQUMXR,1999010822:33:14-480,I,1999010822:33:14-480,-900
0IHUWDE060XD3MIG,UBYD84ZE8GJSB6FB,1999010822:33:26-480,I,1999010822:33:26-480,-900
0IHVNG9U60X83MIG,DJJE2O1B38PQCR32,1999010822:36:04-480,I,1999010822:36:04-480,-900
0IHVNG9U60X83MIG,ARJPZD03Z7ZIAP85,1999010822:36:18-480,I,1999010822:36:18-480,-900
0IHUK0A3D0XD2MIG,P91YF8X72AKOQX2H,1999010822:45:40-480,I,1999010822:45:40-480,-900
0IHUK0A3D0XD2MIG,BP1FJEZ1SUEV4KDV,1999010822:45:52-480,I,1999010822:45:52-480,-900
0IHUWDH000XD3MIG,X2O293SI7OQ1R40O,1999010822:51:58-480,I,1999010822:51:58-480,-900
0IHUWDH000XD3MIG,CLO9UEBMKL1NI9F9,1999010822:52:04-480,I,1999010822:52:04-480,-900
0IHUQIZ000X23MIG,PTW89EL67Z7DFXFB,1999010822:53:48-480,I,1999010822:53:48-480,-900
0IHUQIZ000X23MIG,Q03OHTUCQP6LSKH3,1999010822:54:02-480,I,1999010822:54:02-480,-900
0IHUWDI000XD3MIG,C6AQJCC0QUV0GV9I,1999010902:03:08-480,I,1999010902:03:08-480,-900
0IHUWDI000XD3MIG,QXCCVZBGBPIYPFEL,1999010902:03:16-480,I,1999010902:03:16-480,-900
0IHURLR1K0XD3MIG,ATSHU5LKVXQXNESK,1999010902:07:24-480,I,1999010902:07:24-480,-900
0IHURLR1K0XD3MIG,BTAWEHIXM6YQPKC6,1999010902:07:32-480,I,1999010902:07:32-480,-900
0IHUWDJ3O0XD3MIG,WR09F5K96G8ANVR3,1999010902:17:28-480,I,1999010902:17:28-480,-900
0IHUWDJ3O0XD3MIG,JN9TU6NLKYWT9QEB,1999010902:17:42-480,I,1999010902:17:42-480,-900
0IHVFC8000X42MIG,FXEBD8OITGPNO407,1999010905:49:22-480,I,1999010905:49:22-480,-900
0IHVFC8000X42MIG,SDJZCB3P4OJF4B5D,1999010905:49:30-480,I,1999010905:49:30-480,-900
0IHV2EQ000X30MIG,LTP66B55PTW4UO30,1999010905:50:20-480,I,1999010905:50:20-480,-900
0IHV2EQ000X30MIG,LATM9MYATI2QRXNI,1999010905:50:32-480,I,1999010905:50:32-480,-900
0IHUVGX1F0XD3MIG,VCW5XDSE7D7K0Q6M,1999010905:51:24-480,I,1999010905:51:24-480,-900
0IHUVGX1F0XD3MIG,BTKFV8JXI0D49HDY,1999010905:51:32-480,I,1999010905:51:32-480,-900
0IHUWDL2U0XD3MIG,QQTTT2PDRAO2HP1F,1999010905:56:42-480,I,1999010905:56:42-480,-900
0IHUWDL2U0XD3MIG,JF1CO6VE4QV93TFJ,1999010905:56:48-480,I,1999010905:56:48-480,-900
0IHUWDL000XD3MIG,KDB2JQP5QK0BPQ85,1999010905:59:08-480,I,1999010905:59:08-480,-900
0IHUWDL000XD3MIG,EUI7Q3SKI1S5TCTR,1999010905:59:14-480,I,1999010905:59:14-480,-900
0IHVNLLRJ0X83MIG,C36C7UU3O6CVY8KE,1999010906:00:16-480,I,1999010906:00:16-480,-900
0IHVNLLRJ0X83MIG,DWHE5B402ZKB6NOF,1999010906:00:24-480,I,1999010906:00:24-480,-900
0IHULK2060X22MIG,RN2ACLI8SBMU9FBA,1999010906:02:50-480,I,1999010906:02:50-480,-900
0IHULK2060X22MIG,M585Q3PIGVZ1YO6Q,1999010906:03:04-480,I,1999010906:03:04-480,-900
0IHVNHR000X84MIG,YYZ17RZ1B6GS1NUR,1999010906:33:48-480,I,1999010906:33:48-480,-900
0IHVNHR000X84MIG,WFDE42XA9UPTA60Y,1999010906:33:54-480,I,1999010906:33:54-480,-900
0IHUQ50060XD3MIG,QA5X75FLKSLG8DPB,1999010906:36:56-480,I,1999010906:36:56-480,-900
0IHUQ50060XD3MIG,R4EKKSUWLEASU579,1999010906:37:02-480,I,1999010906:37:02-480,-900
0IHURJF4P0XD2MIG,Z6521UO3OBCWMSHC,1999010906:38:18-480,I,1999010906:38:18-480,-900
0IHURJF4P0XD2MIG,LZDQEIM7V27Q565C,1999010906:38:26-480,I,1999010906:38:26-480,-900
0IHURI2000XD3MIG,C7T886C6URBMKO0C,1999010906:40:18-480,I,1999010906:40:18-480,-900
0IHURI2000XD3MIG,NXXT5VC8RYYY8K4V,1999010906:40:24-480,I,1999010906:40:24-480,-900
0IHUWDN000XD3MIG,HZ2YLLUBNYTZI2OK,1999010906:41:02-480,I,1999010906:41:02-480,-900
0IHUWDN000XD3MIG,Y9ALMFN477KPI7I6,1999010906:41:08-480,I,1999010906:41:08-480,-900
0IHUXXB000X31MIG,XHLICKAYFAEBNLKJ,1999010906:42:54-480,I,1999010906:42:54-480,-900
0IHUXXB000X31MIG,WRWEGFH89GUSGS55,1999010906:43:08-480,I,1999010906:43:08-480,-900
0IHV0WS060XD1MIG,A1OEWVKF1AY5K1Z7,1999010906:44:10-480,I,1999010906:44:10-480,-900
0IHV0WS060XD1MIG,ISZRKPXRDDYLMI03,1999010906:44:18-480,I,1999010906:44:18-480,-900
0IHUJIY000XD7MIG,HKDJEGCMAR9RW7NI,1999010907:01:34-480,I,1999010907:01:34-480,-900
0IHUJIY000XD7MIG,YYRQAON84ZMCJLID,1999010907:01:44-480,I,1999010907:01:44-480,-900
0IHUWDP000XD3MIG,ZDYXLPI2P3RNKYV5,1999010907:02:40-480,I,1999010907:02:40-480,-900
0IHUWDP000XD3MIG,P88H553Q11H78517,1999010907:02:46-480,I,1999010907:02:46-480,-900
0IHUWDM000XD3MIG,WGHNA5Q4F98QNAB8,1999010907:19:20-480,I,1999010907:19:20-480,-900
0IHUWDM000XD3MIG,ZRU1DM5UU3ECCF05,1999010907:19:28-480,I,1999010907:19:28-480,-900
0IHUJQE000X30MIG,X286OKGSNE4K6RM7,1999010907:24:06-480,I,1999010907:24:06-480,-900
0IHUJQE000X30MIG,BL59NUAS827D0VRF,1999010907:24:12-480,I,1999010907:24:12-480,-900
0IHUTJP000X31MIG,YWJ8HLMMRQ2OFQY0,1999010916:30:54-480,I,1999010916:30:54-480,-900
0IHUTJP000X31MIG,TBJL0CO9DG6YAHD2,1999010916:31:04-480,I,1999010916:31:04-480,-900
0IHUKTN060X23MIG,T0YELZZFFSVQX0VQ,1999010918:04:22-480,I,1999010918:04:22-480,-900
0IHUKTN060X23MIG,JW59FQ397RKE4CCJ,1999010918:04:36-480,I,1999010918:04:36-480,-900
0IHUU3Y000X30MIG,WZYGLRL3U3OB6NRC,1999010918:47:08-480,I,1999010918:47:08-480,-900
0IHUU3Y000X30MIG,IF1LR7V6SJDQQGZK,1999010918:47:18-480,I,1999010918:47:18-480,-900
0IHUU0M000X31MIG,MO347RXO3IJ77Z3A,1999010922:57:42-480,I,1999010922:57:42-480,-900
0IHUU0M000X31MIG,XC52PWX9GJH08UF8,1999010922:57:48-480,I,1999010922:57:48-480,-900
0IHUWE3000XD3MIG,ECHOBF8NR1QI7O34,1999011003:48:06-480,I,1999011003:48:06-480,-900
0IHUWE3000XD3MIG,FXGT8LHBTDC73F8H,1999011003:54:24-480,I,1999011003:54:24-480,-900
0IHUXHF000XD2MIG,JIQME3HCQ5A5IQH1,1999011004:23:18-480,I,1999011004:23:18-480,-900
0IHUXHF000XD2MIG,HUGJZJVMA1C4ZFOM,1999011004:23:44-480,I,1999011004:23:44-480,-900
0IHV3PR2X0XD2MIG,SM99PYDLEI7OYRLH,1999011004:24:46-480,I,1999011004:24:46-480,-900
0IHV3PR2X0XD2MIG,JS2P8982QLOF2O5N,1999011004:25:06-480,I,1999011004:25:06-480,-900
0IHUQDE000X31MIG,B1ALDKKBF7856Y0D,1999011004:27:36-480,I,1999011004:27:36-480,-900
0IHUQDE000X31MIG,ZHOL69Z9SDJDWJL8,1999011004:27:48-480,I,1999011004:27:48-480,-900
0IHVOBF1C0X85MIG,FDOIBX1NBPVQHNWP,1999011004:29:08-480,I,1999011004:29:08-480,-900
0IHVOBF1C0X85MIG,WSVPD5GXG2DMER29,1999011004:29:18-480,I,1999011004:29:18-480,-900
0IHURZ9000X30MIG,VL70UU0LABD1W0JX,1999011004:51:18-480,I,1999011004:51:18-480,-900
0IHURZ9000X30MIG,A5OQMS22J3Y5GSQ1,1999011004:51:30-480,I,1999011004:51:30-480,-900
0IHUMT8000XD1MIG,EEREZMTLOL33NR30,1999011005:22:32-480,I,1999011005:22:32-480,-900
0IHUMT8000XD1MIG,OLD8HB7QD5ESLJV6,1999011005:22:42-480,I,1999011005:22:42-480,-900
0IHUWEV1C0XD3MIG,AUW655GEWW7K5N7N,1999011019:22:36-480,I,1999011019:22:36-480,-900
0IHUWEV1C0XD3MIG,HV8J1HUBXZ1XM606,1999011019:23:00-480,I,1999011019:23:00-480,-900
0IHUWER1S0XD3MIG,SWAMTRHIMVVNRPZQ,1999011019:27:44-480,I,1999011019:27:44-480,-900
