LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_entity_photo
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(ENTITY_ID,PHOTO_ID,DATE_TAKEN,ACTION_TYPE,ACTION_TIME,ACTION_BY)
BEGINDATA
0IHUOF0000X22MIG,OF9KFL08M0QFJYYQ,2000010610:15:04-480,I,2000010610:15:04-480,-900
0IHUOF0000X22MIG,AYT87ZW0K60RS4FV,2000010610:15:18-480,I,2000010610:15:18-480,-900
0IHUXGU000X32MIG,RC0JAVNNGGNR31GM,2000010611:25:46-480,I,2000010611:25:46-480,-900
0IHUXGU000X32MIG,VFBQI26YQ8MO7YZH,2000010611:25:58-480,I,2000010611:25:58-480,-900
0IHUWDX000X31MIG,B396A15VG55QLM9E,2000010611:31:00-480,I,2000010611:31:00-480,-900
0IHUWDX000X31MIG,P9AWKJW23OV6RVP6,2000010611:31:14-480,I,2000010611:31:14-480,-900
0IHUXH0000X32MIG,S1N1KA10OAZBF42L,2000010611:51:48-480,I,2000010611:51:48-480,-900
0IHUXH0000X32MIG,LDA7JB8ZZG7G057M,2000010611:51:58-480,I,2000010611:51:58-480,-900
0IHUXGR000X32MIG,ZQZY7JZCXRKIJKVP,2000010611:53:50-480,I,2000010611:53:50-480,-900
0IHUXGR000X32MIG,SWBZ9FFZ1CRSZGD6,2000010611:54:00-480,I,2000010611:54:00-480,-900
0IHUPNE0V0XD1MIG,DTZBGR01QTCHSDSC,2000010612:01:00-480,I,2000010612:01:00-480,-900
0IHUPNE0V0XD1MIG,FPTJNXNG99XN29VU,2000010612:01:10-480,I,2000010612:01:10-480,-900
0IHUXGF060X32MIG,SM9HR6Q11EBFGWTN,2000010612:01:58-480,I,2000010612:01:58-480,-900
0IHUXGF060X32MIG,DG0DNNE38UNTHRYE,2000010612:02:08-480,I,2000010612:02:08-480,-900
0IHUWEIUT0XD7MIG,R5ZSI57QYXPNFC29,2000010614:11:56-480,I,2000010614:11:56-480,-900
0IHUWEIUT0XD7MIG,RD4RD9UKAJJUGY02,2000010614:12:12-480,I,2000010614:12:12-480,-900
0IHVN5S060X85MIG,YN304ZT06NQU3DCK,2000010614:13:22-480,I,2000010614:13:22-480,-900
0IHVN5S060X85MIG,MHXEOD9ZNTBHUZQ1,2000010614:13:40-480,I,2000010614:13:40-480,-900
0IHVM5RTZ0X85MIG,TUSOJKM1XQES13P2,2000010614:14:52-480,I,2000010614:14:52-480,-900
0IHVM5RTZ0X85MIG,NJ3211LO1764RLD0,2000010614:15:08-480,I,2000010614:15:08-480,-900
0IHULBWJ30XD3MIG,ZDDTKTS4YTQT4RI4,2000010614:15:58-480,I,2000010614:15:58-480,-900
0IHULBWJ30XD3MIG,FGZ3OX4Y39RT01VF,2000010614:16:12-480,I,2000010614:16:12-480,-900
0IHUXHE000X32MIG,JH8NUHX0DCOOT0CY,2000010617:12:06-480,I,2000010617:12:06-480,-900
0IHUXHE000X32MIG,AQZG8VD6F4KXTLYE,2000010617:12:18-480,I,2000010617:12:18-480,-900
0IHUXH9000X32MIG,OWWUIGG2G4TZ3ETW,2000010617:44:54-480,I,2000010617:44:54-480,-900
0IHUXH9000X32MIG,ZVGRTXKK9V0JT3KT,2000010617:45:12-480,I,2000010617:45:12-480,-900
0IHUXH5000X32MIG,J1HYVF5254M4W6JM,2000010617:46:10-480,I,2000010617:46:10-480,-900
0IHUXH5000X32MIG,DJVM8QHO6Y3XPYJZ,2000010617:46:18-480,I,2000010617:46:18-480,-900
0IHVQXB1C0X83MIG,YDBZQTKFSG54GR5B,2000010617:46:48-480,I,2000010617:46:48-480,-900
0IHVQXB1C0X83MIG,X8AMPF4PIL9D03AI,2000010617:46:54-480,I,2000010617:46:54-480,-900
0IHUSMV5Q0XD3MIG,TVYGIUP7AHOV85ZG,2000010617:47:40-480,I,2000010617:47:40-480,-900
0IHUSMV5Q0XD3MIG,K8R2NRTDGTALZPKO,2000010617:47:50-480,I,2000010617:47:50-480,-900
0IHUXHI000X32MIG,EVUMOU4KU2A4S4OP,2000010617:50:48-480,I,2000010617:50:48-480,-900
0IHUXHI000X32MIG,F3KSREKM1D2VD07I,2000010617:50:54-480,I,2000010617:50:54-480,-900
0IHUXGN000X32MIG,AXR50ULF1FYX7TE6,2000010618:58:56-480,I,2000010618:58:56-480,-900
0IHUXGN000X32MIG,FFZI0WPDSEQBBL6S,2000010618:59:04-480,I,2000010618:59:04-480,-900
0IHURCY000XD3MIG,E6DTLHGO7TM0QRKR,2000010619:02:06-480,I,2000010619:02:06-480,-900
0IHURCY000XD3MIG,UEFIJA0QMQO75Z15,2000010619:02:14-480,I,2000010619:02:14-480,-900
0IHUM3W000X23MIG,VTLQGVHZR7HMKZIR,2000010621:02:58-480,I,2000010621:02:58-480,-900
0IHUM3W000X23MIG,VNCQ8RTLJJPU620M,2000010621:03:12-480,I,2000010621:03:12-480,-900
0IHV7AW000X31MIG,IQ9JOH1OIXFFMS80,2000010621:05:44-480,I,2000010621:05:44-480,-900
0IHV7AW000X31MIG,N7EUI3H1ATUFFYZO,2000010621:05:50-480,I,2000010621:05:50-480,-900
0IHVMYG000X85MIG,JIIDIQE27J0FGIUK,2000010621:31:52-480,I,2000010621:31:52-480,-900
0IHVMYG000X85MIG,N154H3IW0YLZRO7D,2000010621:32:04-480,I,2000010621:32:04-480,-900
0IHUZKQ0U0XD3MIG,GCT4PZYQJIWXLLLO,2000010621:32:34-480,I,2000010621:32:34-480,-900
0IHUZKQ0U0XD3MIG,EPP3YM2OKC0YNVYL,2000010621:32:40-480,I,2000010621:32:40-480,-900
0IHUV853O0XD3MIG,OC9SUEZGQXBM1Y33,2000010621:33:08-480,I,2000010621:33:08-480,-900
0IHUV853O0XD3MIG,FJEYP8FYIRDK23L2,2000010621:33:16-480,I,2000010621:33:16-480,-900
0IHUXHM060X32MIG,JVT9LPN8JT9MPCTB,2000010621:36:00-480,I,2000010621:36:00-480,-900
0IHUXHM060X32MIG,TG4ADYRXO1Q4DXOR,2000010621:36:08-480,I,2000010621:36:08-480,-900
0IHUONT1P0XD2MIG,QKNY5G0UA5Q9H70Q,2000010622:57:22-480,I,2000010622:57:22-480,-900
0IHUONT1P0XD2MIG,P3FFVF43WCYVZOCJ,2000010622:57:36-480,I,2000010622:57:36-480,-900
0IHUXHQ090X32MIG,OVYHUL8XPHYBOOAT,2000010622:58:02-480,I,2000010622:58:02-480,-900
0IHUXHQ090X32MIG,IPJWB7GEE38ML8VN,2000010622:58:10-480,I,2000010622:58:10-480,-900
0IHUKGL000XD7MIG,O1D09AERHLI4J2H8,2000010623:00:30-480,I,2000010623:00:30-480,-900
0IHUKGL000XD7MIG,GO1BOJ2JZBAZBUVF,2000010623:00:36-480,I,2000010623:00:36-480,-900
0IHVP0L000X83MIG,X16S6M5686SVA9RB,2000010623:27:24-480,I,2000010623:27:24-480,-900
0IHVP0L000X83MIG,G7BU6AMERZ3YOLYA,2000010623:27:32-480,I,2000010623:27:32-480,-900
0IHUYDQ000XD3MIG,MFSO92NVUVX5KEMQ,2000010701:39:00-480,I,2000010701:39:00-480,-900
0IHUYDQ000XD3MIG,D7IAAS0VLNJXXLII,2000010701:39:10-480,I,2000010701:39:10-480,-900
0IHUXHU000X32MIG,IBF6CPRXRCEUP0S8,2000010701:39:36-480,I,2000010701:39:36-480,-900
0IHUXHU000X32MIG,GE3BCPV29NYU93M9,2000010701:39:42-480,I,2000010701:39:42-480,-900
0IHV4XL000XD1MIG,LMB4UNXQYU9QIRJ6,2000010702:52:56-480,I,2000010702:52:56-480,-900
0IHV4XL000XD1MIG,ENX5NI6ALW8RLYYG,2000010702:53:06-480,I,2000010702:53:06-480,-900
0IHUYNL0X0XD3MIG,GZ8F9K1CBOK5ZSEC,2000010702:54:44-480,I,2000010702:54:44-480,-900
0IHUYNL0X0XD3MIG,IMFO86I4E16U9QMR,2000010702:54:48-480,I,2000010702:54:48-480,-900
0IHUIHK0M0X31MIG,O323T5RSJMM2J2TI,2000010702:55:12-480,I,2000010702:55:12-480,-900
0IHUIHK0M0X31MIG,B3BJQYK4ZBYB8OH2,2000010702:55:18-480,I,2000010702:55:18-480,-900
0IHV0AI000XD1MIG,G9YK85SU2T6IB1WW,2000010702:56:52-480,I,2000010702:56:52-480,-900
0IHV0AI000XD1MIG,XB03EHKIAP5CAM1P,2000010702:56:58-480,I,2000010702:56:58-480,-900
0IHUQ0M3O0XD3MIG,NPIIJ1A27CEXMTVP,2000010703:14:42-480,I,2000010703:14:42-480,-900
0IHUQ0M3O0XD3MIG,ZEY08Z62N773C7DZ,2000010703:14:52-480,I,2000010703:14:52-480,-900
0IHUHXR000XD7MIG,SR3S5NQ437TVHVAN,2000010703:16:04-480,I,2000010703:16:04-480,-900
0IHUHXR000XD7MIG,QUCIB8VZJXH6ISYP,2000010703:16:18-480,I,2000010703:16:18-480,-900
0IHV1A2350XD3MIG,U4Y37LTZX2JWWEP4,2000010703:17:08-480,I,2000010703:17:08-480,-900
0IHV1A2350XD3MIG,RLWHBL17E05Z3367,2000010703:17:22-480,I,2000010703:17:22-480,-900
0IHUXIZ090X32MIG,PVLFSJPCQQ47YROT,2000010703:17:58-480,I,2000010703:17:58-480,-900
0IHUXIZ090X32MIG,P25CH1PWJBLJC3YP,2000010703:18:04-480,I,2000010703:18:04-480,-900
0IHUXHZ000X32MIG,C82GQBF3LQGYBWS9,2000010703:42:26-480,I,2000010703:42:26-480,-900
0IHUXHZ000X32MIG,ZQZGXKCZ32RP80I7,2000010703:42:32-480,I,2000010703:42:32-480,-900
0IHUU9I1I0XD1MIG,XG7YLZGWGF3Z80B6,2000010703:42:54-480,I,2000010703:42:54-480,-900
0IHUU9I1I0XD1MIG,K3ZQ6BXKPI1ZWR34,2000010703:43:02-480,I,2000010703:43:02-480,-900
0IHUXI3000X32MIG,OAQWQRZ3OVI39OUA,2000010703:43:38-480,I,2000010703:43:38-480,-900
0IHUXI3000X32MIG,PFJN1HNQYL6NOBBX,2000010703:43:46-480,I,2000010703:43:46-480,-900
0IHVARB000X44MIG,YA24LXRZFL761MIY,2000010703:45:08-480,I,2000010703:45:08-480,-900
0IHVARB000X44MIG,FMGMY2KU5QAEVWFA,2000010703:45:22-480,I,2000010703:45:22-480,-900
0IHUXIB000X32MIG,UKNKD3UP1YNNH9L6,2000010706:28:50-480,I,2000010706:28:50-480,-900
0IHUXIB000X32MIG,CZQUKMVP7Y40XNG3,2000010706:29:02-480,I,2000010706:29:02-480,-900
0IHUUZ5000XD1MIG,L9XX7XN9X0ENX59Y,2000010706:29:34-480,I,2000010706:29:34-480,-900
0IHUUZ5000XD1MIG,ZY6MZYW1KFMDCBL8,2000010706:29:40-480,I,2000010706:29:40-480,-900
0IHUXIV000X32MIG,AKVEMPIFWQHV4BSA,2000010706:30:08-480,I,2000010706:30:08-480,-900
0IHUXIV000X32MIG,V7QN8I2MBSJH5C18,2000010706:30:16-480,I,2000010706:30:16-480,-900
0IHUXIF000X32MIG,RQFX7HF7P861ALWD,2000010706:32:48-480,I,2000010706:32:48-480,-900
0IHUXIF000X32MIG,DJSP3CZQ1UR3R3UH,2000010706:33:16-480,I,2000010706:33:16-480,-900
0IHUXI6090X32MIG,OY44L86SLNR1CMOW,2000010706:40:44-480,I,2000010706:40:44-480,-900
0IHUXI6090X32MIG,IXAOFQ6R50UGV3R9,2000010706:40:54-480,I,2000010706:40:54-480,-900
0IHUVWS000XD3MIG,JKNSHZBO8UB56J8R,2000010706:44:26-480,I,2000010706:44:26-480,-900
0IHUVWS000XD3MIG,ZXMZP3GZ8M9C88ST,2000010706:44:32-480,I,2000010706:44:32-480,-900
0IHUQE32X0XD3MIG,X4I5Z0UH5H1NBAGU,2000010706:50:28-480,I,2000010706:50:28-480,-900
0IHVNE67Z0X83MIG,HFRSOSJ898IN8FX5,2000010706:56:46-480,I,2000010706:56:46-480,-900
0IHVNE67Z0X83MIG,BJ6NE9V49CN1K60T,2000010706:56:52-480,I,2000010706:56:52-480,-900
0IHUSWC000X30MIG,IKTP5RSFHJAL7UI0,2000010706:57:18-480,I,2000010706:57:18-480,-900
0IHUSWC000X30MIG,SOFYFA69FGC1SOKF,2000010706:57:24-480,I,2000010706:57:24-480,-900
0IHUOWK130XD3MIG,HSBJ4QJNJMP9ZSR4,2000010706:57:38-480,I,2000010706:57:38-480,-900
0IHUOWK130XD3MIG,NKAX1U4FGL0CGVSU,2000010706:57:42-480,I,2000010706:57:42-480,-900
0IHUR3R060X23MIG,T1FYO1K28HGD1Y03,2000010706:58:06-480,I,2000010706:58:06-480,-900
0IHUR3R060X23MIG,ED9XDL7SVL7D3VK0,2000010706:58:12-480,I,2000010706:58:12-480,-900
0IHV3UY190XD2MIG,RDWDXM868LLNKQTE,2000010707:03:54-480,I,2000010707:03:54-480,-900
0IHV3UY190XD2MIG,RXEEQVKULMT2AK4I,2000010707:03:58-480,I,2000010707:03:58-480,-900
0IHV06A1L0XD3MIG,SJE69FDSMHEK5FY5,2000010707:07:00-480,I,2000010707:07:00-480,-900
0IHV06A1L0XD3MIG,XK7C55KELBMT9F4B,2000010707:07:06-480,I,2000010707:07:06-480,-900
0IHV3DT000XD1MIG,HOPJL0LGZHXB7XRF,2000010707:10:56-480,I,2000010707:10:56-480,-900
0IHV3DT000XD1MIG,YCQ3MUH8WP2NFN1X,2000010707:11:02-480,I,2000010707:11:02-480,-900
0IHUXJI000X32MIG,VM99WVYE2Y8AOHDM,2000010709:17:34-480,I,2000010709:17:34-480,-900
0IHUXJI000X32MIG,TF1USI9RMYX0DG1Q,2000010709:17:46-480,I,2000010709:17:46-480,-900
0IHUQEG000X32MIG,OZPO5XGRC4VF00CM,2000010709:24:32-480,I,2000010709:24:32-480,-900
0IHUQEG000X32MIG,BCKWD4QO9N527BYS,2000010709:24:44-480,I,2000010709:24:44-480,-900
0IHUXJ3000X32MIG,YLCG8MK2BIUUWKX8,2000010709:26:10-480,I,2000010709:26:10-480,-900
0IHUXJ3000X32MIG,G6VUJJGDQAPCZKA9,2000010709:26:26-480,I,2000010709:26:26-480,-900
0IHUZHH000XD7MIG,FBAO2FXET6JTEFC7,2000010709:31:14-480,I,2000010709:31:14-480,-900
0IHUZHH000XD7MIG,PTKG2XA18WBV7Z0Q,2000010709:31:26-480,I,2000010709:31:26-480,-900
0IHV57V010XD1MIG,OO5J6BZESCWOG3YO,2000010710:01:58-480,I,2000010710:01:58-480,-900
0IHV57V010XD1MIG,MLEW1LYFHC41Q4L2,2000010710:02:12-480,I,2000010710:02:12-480,-900
0IHVNL1CC0X83MIG,WBWUJYFTXBOI2CS9,2000010710:03:36-480,I,2000010710:03:36-480,-900
0IHVNL1CC0X83MIG,BLLAMTOKLR9T5V5E,2000010710:03:58-480,I,2000010710:03:58-480,-900
0IHV8HM060X31MIG,O8LJ6W5DXA4ZBIQ2,2000010710:05:38-480,I,2000010710:05:38-480,-900
0IHV8HM060X31MIG,LQ1K184Q7K1H3RIQ,2000010710:06:08-480,I,2000010710:06:08-480,-900
0IHUZ4S000XD7MIG,HOB82DMNFXE3SU8R,2000010710:09:18-480,I,2000010710:09:18-480,-900
0IHUZ4S000XD7MIG,N22MDUYQR08RHONI,2000010710:09:38-480,I,2000010710:09:38-480,-900
0IHUNJD0X0XD1MIG,RLTBCQGN81VQ5EEW,2000010710:46:18-480,I,2000010710:46:18-480,-900
0IHUNJD0X0XD1MIG,MK5QANFR71XCUI4H,2000010710:46:30-480,I,2000010710:46:30-480,-900
0IHUYYA090XD2MIG,BE9UC24DGL7JLTWS,2000010710:48:04-480,I,2000010710:48:04-480,-900
0IHUYYA090XD2MIG,J4S660DV0UYSZIPL,2000010710:48:24-480,I,2000010710:48:24-480,-900
0IHUMZI1A0X23MIG,ECMDL9U0YQROH86S,2000010710:49:52-480,I,2000010710:49:52-480,-900
0IHUMZI1A0X23MIG,LB08FGT894YFV368,2000010710:50:06-480,I,2000010710:50:06-480,-900
0IHVO0Z000X85MIG,VDKAC031QIPZWL4O,2000010710:51:20-480,I,2000010710:51:20-480,-900
0IHVO0Z000X85MIG,OKE2178S3E5GVUO3,2000010710:51:36-480,I,2000010710:51:36-480,-900
0IHUXJF000X32MIG,N4NJ8A9CDV78BNYO,2000010711:52:08-480,I,2000010711:52:08-480,-900
0IHUXJF000X32MIG,RB44XMS5PGJ9FH5P,2000010711:52:24-480,I,2000010711:52:24-480,-900
0IHUWEE400XD1MIG,DMJ6XJEL717DXM5K,2000010711:54:48-480,I,2000010711:54:48-480,-900
0IHUWEE400XD1MIG,CT4O6GR7XMCOQQIS,2000010711:55:06-480,I,2000010711:55:06-480,-900
0IHUXJB000X32MIG,Q18DHOWOFEBTFVBZ,2000010711:56:30-480,I,2000010711:56:30-480,-900
0IHUXJB000X32MIG,QTL9TX3WKT1ALDKU,2000010711:56:58-480,I,2000010711:56:58-480,-900
0IHUT9N1H0XD2MIG,J0Y5EGLXUKA3CPPY,2000010711:58:14-480,I,2000010711:58:14-480,-900
0IHUT9N1H0XD2MIG,ZNEUMEAJLOO6FWLW,2000010711:58:42-480,I,2000010711:58:42-480,-900
0IHUL8QQY0XD3MIG,R02LWJONSA8G1SST,2000010713:20:56-480,I,2000010713:20:56-480,-900
0IHUL8QQY0XD3MIG,BWTGGM3V4G6M59J2,2000010713:21:16-480,I,2000010713:21:16-480,-900
0IHUIIQ1R0X22MIG,KRE7425NCHOOY1AS,2000010713:23:06-480,I,2000010713:23:06-480,-900
0IHUIIQ1R0X22MIG,O6HJ01AHFJOOA0WS,2000010713:23:30-480,I,2000010713:23:30-480,-900
0IHUXJM000X32MIG,P4VT50RHA8S3AFPF,2000010713:25:50-480,I,2000010713:25:50-480,-900
0IHUXJM000X32MIG,Z06R1ZV57BKHFBM2,2000010713:26:06-480,I,2000010713:26:06-480,-900
0IHV47D000XD2MIG,PJ6KLTKXN7BPEE0L,2000010713:27:16-480,I,2000010713:27:16-480,-900
0IHV47D000XD2MIG,MJSJ4HTUBCZD0WJB,2000010713:27:36-480,I,2000010713:27:36-480,-900
0IHUXJU090X32MIG,J3WJFSV322ZYBC84,2000010714:20:00-480,I,2000010714:20:00-480,-900
0IHUXJU090X32MIG,CGWAM732CBKQBF1U,2000010714:20:40-480,I,2000010714:20:40-480,-900
0IHUL82RP0XD3MIG,BCIXX79EPNENXWVE,2000010714:23:16-480,I,2000010714:23:16-480,-900
0IHUL82RP0XD3MIG,ZKNXNMUN68OP113R,2000010714:23:52-480,I,2000010714:23:52-480,-900
0IHUXJQ000X32MIG,HGZ4OEHYW5XHF9T1,2000010717:39:42-480,I,2000010717:39:42-480,-900
0IHUXJQ000X32MIG,YPM3QE27DGH0U2BO,2000010717:39:58-480,I,2000010717:39:58-480,-900
0IHVNGD090X84MIG,PZXLU68UNEMM4UO2,2000010717:54:18-480,I,2000010717:54:18-480,-900
0IHVNGD090X84MIG,ZWOE478T2NU8N4LS,2000010717:54:36-480,I,2000010717:54:36-480,-900
0IHUXJY000X32MIG,VLGJQYUTOSHYCGNJ,2000010717:55:56-480,I,2000010717:55:56-480,-900
0IHUXJY000X32MIG,MQM58BZTI2QFGRJ8,2000010717:56:22-480,I,2000010717:56:22-480,-900
0IHUXK7000X32MIG,ALGPFLDL9I0D0ZQC,2000010717:58:08-480,I,2000010717:58:08-480,-900
0IHUXK7000X32MIG,SJE50ZHJXLH89WMZ,2000010717:58:46-480,I,2000010717:58:46-480,-900
0IHUK1J000XD7MIG,FKP4Y7R7JW9VFB2S,2000010718:08:30-480,I,2000010718:08:30-480,-900
0IHUK1J000XD7MIG,TL6PRE0FA0R0XA8J,2000010718:08:48-480,I,2000010718:08:48-480,-900
0IHV0KC060XD3MIG,N5NK69QE5VISEX59,2000010718:22:40-480,I,2000010718:22:40-480,-900
0IHV0KC060XD3MIG,WE4N3SQ9H0KN5DM2,2000010718:22:52-480,I,2000010718:22:52-480,-900
0IHULJH060XD1MIG,DGU5KE0GPHEJDG5T,2000010718:24:18-480,I,2000010718:24:18-480,-900
0IHULJH060XD1MIG,YMFX5QI87OWDG299,2000010718:24:26-480,I,2000010718:24:26-480,-900
0IHUXK1000X32MIG,OHYVNYOZV95HZ0KH,2000010718:24:54-480,I,2000010718:24:54-480,-900
0IHUXK1000X32MIG,SFRSG3FAGKC13CB0,2000010718:25:06-480,I,2000010718:25:06-480,-900
0IHUPJL060XD2MIG,M94L8ET00CMI42C1,2000010719:53:36-480,I,2000010719:53:36-480,-900
0IHUPJL060XD2MIG,VV3G1VNLZTA517UZ,2000010719:54:02-480,I,2000010719:54:02-480,-900
0IHUV8K330XD3MIG,URY9JC5VNKFUM1ZG,2000010719:59:24-480,I,2000010719:59:24-480,-900
0IHUV8K330XD3MIG,K9DLBNLAH24F7G8Q,2000010719:59:34-480,I,2000010719:59:34-480,-900
0IHUTM8000X32MIG,H3M57NRGAGVCEP78,2000010720:06:04-480,I,2000010720:06:04-480,-900
0IHUTM8000X32MIG,YY4EZQL8EJ0KXEB4,2000010720:06:20-480,I,2000010720:06:20-480,-900
0IHUV6T000XD3MIG,QEI640BFUDAI73BJ,2000010720:12:56-480,I,2000010720:12:56-480,-900
0IHUV6T000XD3MIG,RTGPSO319P4CQHA6,2000010720:13:18-480,I,2000010720:13:18-480,-900
0IHVBWV000X51MIG,CJKC41PJ5ED2F26A,2000010720:19:44-480,I,2000010720:19:44-480,-900
0IHVBWV000X51MIG,CIHO3HZRU3M2UAX8,2000010720:19:50-480,I,2000010720:19:50-480,-900
0IHUXKA000X32MIG,KYYQWTDD3RM9M6IX,2000010721:20:18-480,I,2000010721:20:18-480,-900
0IHUXKA000X32MIG,QH4C4IPZEHO0RJ0I,2000010721:20:28-480,I,2000010721:20:28-480,-900
0IHUYF12F0XD3MIG,XWMUZTR9W4QBDNES,2000010721:39:14-480,I,2000010721:39:14-480,-900
0IHUYF12F0XD3MIG,EBNDIUPP5K1OAJJ0,2000010721:40:04-480,I,2000010721:40:04-480,-900
0IHUW36G10XD7MIG,F4Z673SFJI9CCEIZ,2000010722:08:30-480,I,2000010722:08:30-480,-900
0IHUW36G10XD7MIG,P7R6MDWXMNSR2Z2P,2000010722:08:42-480,I,2000010722:08:42-480,-900
0IHVCDB000X51MIG,RYHFW1UVCGGJIYIL,2000010722:15:54-480,I,2000010722:15:54-480,-900
0IHVCDB000X51MIG,O9T5J0GNQ6R11HDB,2000010722:16:02-480,I,2000010722:16:02-480,-900
0IHVOXY000X83MIG,IY4LNJ6LSILHNSAN,2000010722:32:40-480,I,2000010722:32:40-480,-900
0IHVOXY000X83MIG,KEZGA2UA46TT7W0O,2000010722:32:54-480,I,2000010722:32:54-480,-900
0IHUXKE000X32MIG,RTSRW89G3L5MPJ2H,2000010722:54:24-480,I,2000010722:54:24-480,-900
0IHUXKE000X32MIG,XPM4IGBBLLQ595R9,2000010722:54:36-480,I,2000010722:54:36-480,-900
0IHUXKI000X32MIG,F697UW9P0K96T7JB,2000010723:04:14-480,I,2000010723:04:14-480,-900
0IHUXKI000X32MIG,CEZ1GS1U8A6JRUQD,2000010723:04:28-480,I,2000010723:04:28-480,-900
0IHUXKP000X32MIG,VAZNM7OGGVWTI0B5,2000010801:08:10-480,I,2000010801:08:10-480,-900
0IHUXKP000X32MIG,NQ5Y44IBYAHOS1Q6,2000010801:08:20-480,I,2000010801:08:20-480,-900
0IHVM8T2F0X84MIG,UCICR18LMJDYEVFE,2000010802:08:14-480,I,2000010802:08:14-480,-900
0IHVM8T2F0X84MIG,B8BHD4O2ZJKC0QTY,2000010802:08:26-480,I,2000010802:08:26-480,-900
0IHVQJN2B0X84MIG,VGQI27FFRBQZTRKB,2000010804:23:58-480,I,2000010804:23:58-480,-900
0IHVQJN2B0X84MIG,KO783ELEU4XF9FKI,2000010804:24:16-480,I,2000010804:24:16-480,-900
0IHV0QD490XD3MIG,XMZ1658B6ZMIKOOS,2000010805:03:00-480,I,2000010805:03:00-480,-900
0IHV0QD490XD3MIG,T7SCB08OGTTD124E,2000010805:03:08-480,I,2000010805:03:08-480,-900
0IHUZ2J000XD3MIG,OBQ4CDEMKOHCN79P,2000010805:03:52-480,I,2000010805:03:52-480,-900
0IHUZ2J000XD3MIG,PGEX5LLOO3TH8FBM,2000010805:04:02-480,I,2000010805:04:02-480,-900
0IHUXKS000X32MIG,DM1CC9ZIX8IDHV96,2000010805:15:02-480,I,2000010805:15:02-480,-900
0IHUXKS000X32MIG,YBD75AFEVPV0V8RM,2000010805:16:52-480,I,2000010805:16:52-480,-900
0IHUX0D000X32MIG,JRLEHOYJ867SN4Y2,2000010805:17:42-480,I,2000010805:17:42-480,-900
0IHUX0D000X32MIG,J0TT12SM0RL657BD,2000010805:17:46-480,I,2000010805:17:46-480,-900
0IHUXKX000X32MIG,ZRBSZZV7DVJZS3BF,2000010806:09:48-480,I,2000010806:09:48-480,-900
0IHUXKX000X32MIG,Y42XC5FSCMXNSB3C,2000010806:09:56-480,I,2000010806:09:56-480,-900
0IHUXL0090X32MIG,ULMM4PIGU5RCLZ3B,2000010806:10:44-480,I,2000010806:10:44-480,-900
0IHUXL0090X32MIG,KM8DGBO3JX9NLLQV,2000010806:10:52-480,I,2000010806:10:52-480,-900
0IHUQLN000XD3MIG,RLDE5QN0KJ9WTSKR,2000010806:20:24-480,I,2000010806:20:24-480,-900
0IHUQLN000XD3MIG,HNFIX5J844BHEO66,2000010806:20:38-480,I,2000010806:20:38-480,-900
0IHUX3N090X31MIG,N4UYH6MP6TEBD21Z,2000010806:26:44-480,I,2000010806:26:44-480,-900
0IHUX3N090X31MIG,A9JW5IL3ZGHM74IT,2000010806:27:00-480,I,2000010806:27:00-480,-900
0IHUW6G8Z0XD7MIG,KLW7UAG8AG2SLMQY,2000010806:28:04-480,I,2000010806:28:04-480,-900
0IHUW6G8Z0XD7MIG,YYOU1R4K2WAU7M6N,2000010806:28:33-480,I,2000010806:28:33-480,-900
0IHUXLO000X32MIG,VWIPGP7OCJ6HSB7Y,2000010809:56:18-480,I,2000010809:56:18-480,-900
0IHUXLO000X32MIG,HMJUKMHY2SU1JSUI,2000010809:56:28-480,I,2000010809:56:28-480,-900
0IHVM32WB0X85MIG,A9EC0KGFXB40F20L,2000010810:04:52-480,I,2000010810:04:52-480,-900
0IHVM32WB0X85MIG,CS66B1HFMGX7B9EW,2000010810:05:08-480,I,2000010810:05:08-480,-900
0IHUN1V000XD7MIG,J9JKUTCR5QH6XUYS,2000010810:08:52-480,I,2000010810:08:52-480,-900
0IHUN1V000XD7MIG,B83RPCYPCT7FAE3U,2000010810:09:02-480,I,2000010810:09:02-480,-900
0IHUXLE060X32MIG,BVLGHMLHNUIFZJBF,2000010810:14:00-480,I,2000010810:14:00-480,-900
0IHUXLE060X32MIG,JQC5GHILOIGFG5J3,2000010810:14:08-480,I,2000010810:14:08-480,-900
0IHUXLY000X32MIG,R8CIQBXD8ZU7CHOD,2000010810:30:30-480,I,2000010810:30:30-480,-900
0IHUXLY000X32MIG,M67O0M7N7SCXR9FX,2000010810:30:38-480,I,2000010810:30:38-480,-900
0IHUL10000XD7MIG,VZ1G8UUFVZ4LDHDG,2000010810:31:26-480,I,2000010810:31:26-480,-900
0IHUL10000XD7MIG,H9JR2V7AHMFE06KQ,2000010810:31:40-480,I,2000010810:31:40-480,-900
0IHUXLS000X32MIG,T8MZ4XAMT0AVPMZI,2000010810:32:42-480,I,2000010810:32:42-480,-900
0IHUXLS000X32MIG,TVBJIEKKPSXTUTSF,2000010810:32:54-480,I,2000010810:32:54-480,-900
0IHUXLA000X32MIG,A7CA9BBWXHVR20CS,2000010812:15:58-480,I,2000010812:15:58-480,-900
0IHUXLA000X32MIG,NQXW358B4ENSY5XG,2000010812:16:16-480,I,2000010812:16:16-480,-900
