LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_nist_mugshot
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(PHOTO_ID,IMAGE_POSE,POSE_OFFSET_ANGLE,GLASSES_FLAG,HAT_FLAG,SCARF_FLAG,PHYSICAL_FLAG,OTHER_FLAG,DESCRIPTION,ACTION_TYPE,ACTION_TIME,ACTION_BY)
OS9V7RWA4N05AA54,SIDE,L90,N,N,N,N,N,,I,2000012303:58:58-480,-900
KKYAB1HIPASDJ82T,FRONT,F0,N,N,N,N,N,,I,2000012306:06:42-480,-900
CQY5HMU0B8MRR2QQ,SIDE,L90,N,N,N,N,N,,I,2000012306:06:54-480,-900
MB2IYT4M7OJULPIR,FRONT,F0,N,N,N,N,N,,I,2000012306:43:04-480,-900
Y773TTPSH54PCNR4,SIDE,L90,N,N,N,N,N,,I,2000012306:43:14-480,-900
ZSQQTXUZ3Q5PQSFW,FRONT,F0,N,N,N,N,N,,I,2000012306:43:42-480,-900
HVPZB4VLLU99G55A,SIDE,L90,N,N,N,N,N,,I,2000012306:43:50-480,-900
K84NIZ2ADLROZ8R5,FRONT,F0,N,N,N,N,N,,I,2000012306:46:56-480,-900
DHSWQHZKWKX47160,SIDE,L90,N,N,N,N,N,,I,2000012306:47:18-480,-900
Z6RT1MB8FJJTRH0E,FRONT,F0,N,N,N,N,N,,I,2000012307:02:16-480,-900
JTX9A2X5A14Q7682,SIDE,L90,N,N,N,N,N,,I,2000012307:02:28-480,-900
OEJKLZ3EAAB1ZOWI,FRONT,F0,N,N,N,N,N,,I,2000012308:45:10-480,-900
LF63W6TGEWHQLOYV,SIDE,L90,N,N,N,N,N,,I,2000012308:45:14-480,-900
O0G3B09792TOJSXB,FRONT,F0,N,N,N,N,N,,I,2000012308:47:40-480,-900
L01M82BL8MNTW0N5,SIDE,L90,N,N,N,N,N,,I,2000012308:47:50-480,-900
H56KBGPIA1N261UB,FRONT,F0,N,N,N,N,N,,I,2000012308:48:26-480,-900
NVK21T3VMXNCQL92,SIDE,L90,N,N,N,N,N,,I,2000012308:48:36-480,-900
O81LK432H1RZ4SFN,FRONT,F0,N,N,N,N,N,,I,2000012308:49:52-480,-900
L0LQCZTNEOM5FNNR,SIDE,L90,N,N,N,N,N,,I,2000012308:50:02-480,-900
BQXZ2A38BE3EV0NZ,FRONT,F0,N,N,N,N,N,,I,2000012310:29:16-480,-900
GVNWKK5PSVG10QH4,SIDE,L90,N,N,N,N,N,,I,2000012310:29:24-480,-900
MM6UIL6SGMUP8XKU,FRONT,F0,N,N,N,N,N,,I,2000012310:29:52-480,-900
W9H265R1TR93H7V8,SIDE,L90,N,N,N,N,N,,I,2000012310:30:00-480,-900
OG9506YYR7OY23PQ,FRONT,F0,N,N,N,N,N,,I,2000012310:30:52-480,-900
QI15Y1VVSVYTHD9O,SIDE,L90,N,N,N,N,N,,I,2000012310:31:02-480,-900
CSOIVFOXT0SPVJN9,FRONT,F0,N,N,N,N,N,,I,2000012311:08:56-480,-900
G42X7GYYY0DP4PB1,SIDE,L90,N,N,N,N,N,,I,2000012311:09:02-480,-900
QBP3CNTRL2W4VO4O,FRONT,F0,N,N,N,N,N,,I,2000012311:09:34-480,-900
PTGH5RE87K0002PL,SIDE,L90,N,N,N,N,N,,I,2000012311:09:40-480,-900
D8Z3PHG3EX5YU0VS,FRONT,F0,N,N,N,N,N,,I,2000012311:11:42-480,-900
FVHG7XJZ6ELAB2YU,SIDE,L90,N,N,N,N,N,,I,2000012311:11:52-480,-900
ME3HJADOWBUFD7IO,FRONT,F0,N,N,N,N,N,,I,2000012311:20:38-480,-900
X5K4KVUYQKN1MZZK,SIDE,L90,N,N,N,N,N,,I,2000012311:21:02-480,-900
CPS46VCE4O5MZKSG,FRONT,F0,N,N,N,N,N,,I,2000012314:07:56-480,-900
NX58JK738RBVO6LV,SIDE,L90,N,N,N,N,N,,I,2000012314:08:06-480,-900
WSBSNNK332458MZJ,FRONT,F0,N,N,N,N,N,,I,2000012314:09:30-480,-900
CRN9C515HU6GZDMP,SIDE,L90,N,N,N,N,N,,I,2000012314:09:38-480,-900
QG61EEVTW0UEP1HU,FRONT,F0,N,N,N,N,N,,I,2000012314:10:24-480,-900
NZPJ6TE1D28ZTQO7,SIDE,L90,N,N,N,N,N,,I,2000012314:10:30-480,-900
RB2EUX86GFVEMIK1,FRONT,F0,N,N,N,N,N,,I,2000012314:12:44-480,-900
ZAL66K1RB5A22DTT,SIDE,L90,N,N,N,N,N,,I,2000012314:12:50-480,-900
C4I6NYYBCDI3RG7Q,FRONT,F0,N,N,N,N,N,,I,2000012314:13:38-480,-900
XBASMC370TEU6VLQ,SIDE,L90,N,N,N,N,N,,I,2000012314:13:48-480,-900
LVCNUSXHSUAV35PS,FRONT,F0,N,N,N,N,N,,I,2000012314:40:30-480,-900
QXE0R06XOG429WSW,SIDE,L90,N,N,N,N,N,,I,2000012314:40:40-480,-900
MLF0QPQGAUKASKM1,FRONT,F0,N,N,N,N,N,,I,2000012316:35:34-480,-900
NL6O50NGEC96WQII,SIDE,L90,N,N,N,N,N,,I,2000012316:35:40-480,-900
OTF20UXYIVIJVVO6,FRONT,F0,N,N,N,N,N,,I,2000012317:40:20-480,-900
MN0MXJ3IF8P8UL14,SIDE,L90,N,N,N,N,N,,I,2000012317:40:24-480,-900
XND98EA5LKB8Q8IN,FRONT,F0,N,N,N,N,N,,I,2000012318:06:36-480,-900
CG3KE68HUHSSGTW6,SIDE,L90,N,N,N,N,N,,I,2000012318:06:44-480,-900
Y87LHTDE36UBTYGZ,FRONT,F0,N,N,N,N,N,,I,2000012318:07:34-480,-900
AEU0DONIKXYOEFV8,SIDE,L90,N,N,N,N,N,,I,2000012318:07:44-480,-900
AFQEG7I5FG5TVIYC,FRONT,F0,N,N,N,N,N,,I,2000012318:09:34-480,-900
YGRGAXWO0JS7VUY5,SIDE,L90,N,N,N,N,N,,I,2000012318:10:26-480,-900
QH6V41IXEY3MHQG8,FRONT,F0,N,N,N,N,N,,I,2000012318:23:50-480,-900
XJ90K14XKGGSG7HE,SIDE,L90,N,N,N,N,N,,I,2000012318:23:58-480,-900
HCWTMQFWJ1GQB928,FRONT,F0,N,N,N,N,N,,I,2000012321:01:20-480,-900
JPCQJHLZPY48SX8N,SIDE,L90,N,N,N,N,N,,I,2000012321:01:26-480,-900
HUAG9UMKZCW8K814,FRONT,F0,N,N,N,N,N,,I,2000012321:01:48-480,-900
W9W50G4NXKEFSGS0,SIDE,L90,N,N,N,N,N,,I,2000012321:01:52-480,-900
N1ALL97UAI19LZX7,FRONT,F0,N,N,N,N,N,,I,2000012321:03:52-480,-900
XKBGZCPHP4CP6QA1,SIDE,L90,N,N,N,N,N,,I,2000012321:03:58-480,-900
PQ8EDJT7AEQ04QRV,FRONT,F0,N,N,N,N,N,,I,2000012321:27:50-480,-900
AOET15FUPVCSKD6L,SIDE,L90,N,N,N,N,N,,I,2000012321:28:00-480,-900
STBSAPDB4EZA07QY,FRONT,F0,N,N,N,N,N,,I,2000012321:28:16-480,-900
LPZY1PF2ORZRV55T,SIDE,L90,N,N,N,N,N,,I,2000012321:28:24-480,-900
BR7GIMY0TEA7E5SX,FRONT,F0,N,N,N,N,N,,I,2000012321:28:44-480,-900
NHS1YTDRX6574JLH,SIDE,L90,N,N,N,N,N,,I,2000012321:28:50-480,-900
O3WBMMIJ4ZW6L87W,FRONT,F0,N,N,N,N,N,,I,2000012321:29:04-480,-900
LZU8KRSMSQMNXYCL,SIDE,L90,N,N,N,N,N,,I,2000012321:29:14-480,-900
RL9KHYW0QKYSF5EY,FRONT,F0,N,N,N,N,N,,I,2000012322:09:26-480,-900
JJQC0YYR6Y2QI6SK,SIDE,L90,N,N,N,N,N,,I,2000012322:09:32-480,-900
XE4YDGSJUL2P03WH,FRONT,F0,N,N,N,N,N,,I,2000012322:13:40-480,-900
R2E16BY1VFP320KW,SIDE,L90,N,N,N,N,N,,I,2000012322:13:46-480,-900
MK58EZA7HBEXXA77,FRONT,F0,N,N,N,N,N,,I,2000012322:18:04-480,-900
FF0JLGGUESJBQR8R,SIDE,L90,N,N,N,N,N,,I,2000012322:18:14-480,-900
XMUV5GMEZ9OSEBUH,FRONT,F0,N,N,N,N,N,,I,2000012402:38:44-480,-900
LAZYA84WWXSUEJ7I,SIDE,L90,N,N,N,N,N,,I,2000012402:38:52-480,-900
OPWNA1WMR7A92OTB,FRONT,F0,N,N,N,N,N,,I,2000012402:39:16-480,-900
AG6HGKNKS2GO9KFT,SIDE,L90,N,N,N,N,N,,I,2000012402:39:30-480,-900
DBVG09C4127XU44W,FRONT,F0,N,N,N,N,N,,I,2000012402:39:44-480,-900
N4NX82FAN0B5B7JZ,SIDE,L90,N,N,N,N,N,,I,2000012402:39:52-480,-900
ZJZQNKNFNX3O1OBI,FRONT,F0,N,N,N,N,N,,I,2000012402:40:16-480,-900
KM1QIKXL1QMG9JND,SIDE,L90,N,N,N,N,N,,I,2000012402:40:22-480,-900
H5TCDVZTY06AGMYR,FRONT,F0,N,N,N,N,N,,I,2000012403:07:54-480,-900
O2K4HALZDKVZZ9ZC,SIDE,L90,N,N,N,N,N,,I,2000012403:08:12-480,-900
XUR7BX1WXS3VRDTW,FRONT,F0,N,N,N,N,N,,I,2000012403:08:34-480,-900
PLWZXIOMVN4480G2,SIDE,L90,N,N,N,N,N,,I,2000012403:08:40-480,-900
ZXZV072YA7OM59G1,FRONT,F0,N,N,N,N,N,,I,2000012403:09:18-480,-900
ZMLQCMSNDMNC1SG3,SIDE,L90,N,N,N,N,N,,I,2000012403:09:28-480,-900
Y6N8UR8T5VL56BFA,FRONT,F0,N,N,N,N,N,,I,2000012404:16:22-480,-900
IMJQ7IRQGPQADL8X,SIDE,L90,N,N,N,N,N,,I,2000012404:16:32-480,-900
IAXIL7T57WCMFEVQ,FRONT,F0,N,N,N,N,N,,I,2000012404:17:00-480,-900
CCA3P0ZRVLF8DKGJ,SIDE,L90,N,N,N,N,N,,I,2000012404:17:12-480,-900
YSRSE6ZK4DMIONIR,FRONT,F0,N,N,N,N,N,,I,2000012404:17:38-480,-900
UKA5JQIUJLSODODK,SIDE,L90,N,N,N,N,N,,I,2000012404:17:46-480,-900
N0JKPTKXZ6Z8K0IV,FRONT,F0,N,N,N,N,N,,I,2000012404:18:14-480,-900
AE38GKJINHO3OX5H,SIDE,L90,N,N,N,N,N,,I,2000012404:18:22-480,-900
GJSKXNZZ53NA8NX3,SIDE,L90,N,N,N,N,N,,I,2000012404:40:26-480,-900
Z76K2KMK1E39ZOAM,FRONT,F0,N,N,N,N,N,,I,2000012404:41:06-480,-900
Q0MH7SKBTTZ6KO5F,SIDE,L90,N,N,N,N,N,,I,2000012404:41:16-480,-900
SM1GHK6CX6XA9WQM,FRONT,F0,N,N,N,N,N,,I,2000012404:41:40-480,-900
IVTIUPRP8NL6RH8M,SIDE,L90,N,N,N,N,N,,I,2000012404:41:44-480,-900
VVILIZL2WKQEULBV,FRONT,F0,N,N,N,N,N,,I,2000012404:42:10-480,-900
HK9TV1CCP5F8TKCE,SIDE,L90,N,N,N,N,N,,I,2000012404:42:14-480,-900
GZBR562PUPEO44OV,FRONT,F0,N,N,N,N,N,,I,2000012405:13:50-480,-900
X4ISISNIXGV0NOC5,SIDE,L90,N,N,N,N,N,,I,2000012405:13:58-480,-900
Z5A2TWXRUFHT9G57,FRONT,F0,N,N,N,N,N,,I,2000012405:14:22-480,-900
FU006IO5V7V0X24S,SIDE,L90,N,N,N,N,N,,I,2000012405:14:28-480,-900
QHHHN16M9PNL11YN,FRONT,F0,N,N,N,N,N,,I,2000012405:15:00-480,-900
C3RDN0ZMT2MIMDJR,SIDE,L90,N,N,N,N,N,,I,2000012405:15:06-480,-900
SCEM6X67VFGWLZUF,FRONT,F0,N,N,N,N,N,,I,2000012405:15:30-480,-900
H5ZN254XCA7SJ5JL,SIDE,L90,N,N,N,N,N,,I,2000012405:15:34-480,-900
YDOVR5NYAY4Q1JNB,FRONT,F0,N,N,N,N,N,,I,2000012405:35:18-480,-900
NI9YN2VUEE8SVVRG,SIDE,L90,N,N,N,N,N,,I,2000012405:35:36-480,-900
Q8312SQFTPGMWW4Y,FRONT,F0,N,N,N,N,N,,I,2000012405:36:50-480,-900
HMZP1P4TJ60ZZDWM,SIDE,L90,N,N,N,N,N,,I,2000012405:36:58-480,-900
N5ZSQYFP6DMMEFUT,FRONT,F0,N,N,N,N,N,,I,2000012405:37:20-480,-900
K7AHX0WTIQV0R9K4,SIDE,L90,N,N,N,N,N,,I,2000012405:37:28-480,-900
JPORWWF5IOSWTBBS,FRONT,F0,N,N,N,N,N,,I,2000012405:57:34-480,-900
EJVYUB1R8ZXTYZ8I,SIDE,L90,N,N,N,N,N,,I,2000012405:57:40-480,-900
U32W39GKOO4XE04J,FRONT,F0,N,N,N,N,N,,I,2000012406:30:18-480,-900
KQCWLSX3PSQKS6KS,SIDE,L90,N,N,N,N,N,,I,2000012406:30:36-480,-900
O0XTJDOO9O8WK2LM,FRONT,F0,N,N,N,N,N,,I,2000012406:32:28-480,-900
OU7N6XM5OYYI6205,SIDE,L90,N,N,N,N,N,,I,2000012406:32:42-480,-900
RRP3AH5HS1MZTABW,FRONT,F0,N,N,N,N,N,,I,2000012406:34:42-480,-900
A1JEOAQDP453KNLB,SIDE,L90,N,N,N,N,N,,I,2000012406:35:06-480,-900
MS6MMG19E6OKLJS6,FRONT,F0,N,N,N,N,N,,I,2000012406:36:26-480,-900
VBBBS1WY26SBX2XO,SIDE,L90,N,N,N,N,N,,I,2000012406:36:44-480,-900
BRKENE762ZDGLDP0,FRONT,F0,N,N,N,N,N,,I,2000012407:02:02-480,-900
WA9GH4Z6W45HU2A5,FRONT,F0,N,N,N,N,N,,I,2000012409:37:02-480,-900
T9GYE0Y51HD3XDV6,SIDE,L90,N,N,N,N,N,,I,2000012409:37:26-480,-900
RKSMCUD3MNXVYBME,FRONT,F0,N,N,N,N,N,,I,2000012409:38:40-480,-900
LH0CUPSUZFOP4U5W,SIDE,L90,N,N,N,N,N,,I,2000012409:38:56-480,-900
UW4G0OXD9U97YI7Q,FRONT,F0,N,N,N,N,N,,I,2000012409:39:48-480,-900
HBTIP905ZLYM74MD,SIDE,L90,N,N,N,N,N,,I,2000012409:39:56-480,-900
QF9GM93YCP36YU0J,FRONT,F0,N,N,N,N,N,,I,2000012410:09:32-480,-900
J4WX8X261B7TL8G3,SIDE,L90,N,N,N,N,N,,I,2000012410:09:52-480,-900
V0341DRD5H9SPJ0J,FRONT,F0,N,N,N,N,N,,I,2000012410:11:00-480,-900
DRKSLRU8BANVF8IO,SIDE,L90,N,N,N,N,N,,I,2000012410:11:18-480,-900
EB6Q28TPGXHWG593,SIDE,L90,N,N,N,N,N,,I,2000012410:13:38-480,-900
BOKH8X0W2DAWKBGT,FRONT,F0,N,N,N,N,N,,I,2000012410:14:02-480,-900
BSYG5JPRILP0E9I7,FRONT,F0,N,N,N,N,N,,I,2000012410:14:44-480,-900
EWIYX3SYTTK892MM,SIDE,L90,N,N,N,N,N,,I,2000012410:14:56-480,-900
E80QP93BRUCMWIR2,FRONT,F0,N,N,N,N,N,,I,2000012410:44:14-480,-900
Z6XT74B62KTFA786,SIDE,L90,N,N,N,N,N,,I,2000012410:44:26-480,-900
GMQ2VVGDQAUN11CY,FRONT,F0,N,N,N,N,N,,I,2000012410:45:12-480,-900
AAW4QSRKD8AOQHE2,SIDE,L90,N,N,N,N,N,,I,2000012410:45:22-480,-900
KUHYYS6W4GFNU199,FRONT,F0,N,N,N,N,N,,I,2000012410:45:54-480,-900
MC9NJBLJ7LPCAXKN,SIDE,L90,N,N,N,N,N,,I,2000012410:46:06-480,-900
EHQG78IEKHRQIY2G,FRONT,F0,N,N,N,N,N,,I,2000012410:47:24-480,-900
Z9VCUU2LSA44HTMN,SIDE,L90,N,N,N,N,N,,I,2000012410:47:38-480,-900
KYRITF5PVNUBY4CV,FRONT,F0,N,N,N,N,N,,I,2000012411:12:50-480,-900
HGAL24C4V7TXCKKA,SIDE,L90,N,N,N,N,N,,I,2000012411:13:10-480,-900
DPM8HI92D9WR2KD6,FRONT,F0,N,N,N,N,N,,I,2000012411:13:50-480,-900
ZEM8CD59502YAJA6,SIDE,L90,N,N,N,N,N,,I,2000012411:14:02-480,-900
ZZL8Q0OLPOXRL5YO,FRONT,F0,N,N,N,N,N,,I,2000012411:14:46-480,-900
A2SFZ67O9HHY8W16,SIDE,L90,N,N,N,N,N,,I,2000012411:14:58-480,-900
JJI9YTSM3Y51SSZZ,FRONT,F0,N,N,N,N,N,,I,2000012411:17:54-480,-900
C0270UKW0NSOA67H,SIDE,L90,N,N,N,N,N,,I,2000012411:18:08-480,-900
APOIATV0CTKHU395,FRONT,F0,N,N,N,N,N,,I,2000012411:44:44-480,-900
EKDVM1N2XAET71U0,SIDE,L90,N,N,N,N,N,,I,2000012411:44:58-480,-900
D2VKOLGKC96LOKMN,FRONT,F0,N,N,N,N,N,,I,2000012411:45:34-480,-900
CV59Y477P0JXZMCF,SIDE,L90,N,N,N,N,N,,I,2000012411:45:50-480,-900
F96JK9ZUIPKNTJGT,FRONT,F0,N,N,N,N,N,,I,2000012411:46:34-480,-900
AK7BOL2DC7N4J8ZL,SIDE,L90,N,N,N,N,N,,I,2000012411:46:42-480,-900
PQZ7XNZUNXW4U62A,FRONT,F0,N,N,N,N,N,,I,2000012411:47:08-480,-900
L3H2Z770T26EBRHC,SIDE,L90,N,N,N,N,N,,I,2000012411:47:20-480,-900
WPLN4LACITCS7NV4,FRONT,F0,N,N,N,N,N,,I,2000012412:45:04-480,-900
IHDQF7E6TA4IACCI,SIDE,L90,N,N,N,N,N,,I,2000012412:45:20-480,-900
MFCTTQNZS6IRJTHP,FRONT,F0,N,N,N,N,N,,I,2000012412:46:10-480,-900
YHT76N797DPH9P34,SIDE,L90,N,N,N,N,N,,I,2000012412:46:22-480,-900
XUAMQMWGCSDPEEXF,FRONT,F0,N,N,N,N,N,,I,2000012412:47:56-480,-900
A4IBB9Z2VY0WIT9S,SIDE,L90,N,N,N,N,N,,I,2000012412:48:04-480,-900
SIG5N2VTIPCOPSJ3,FRONT,F0,N,N,N,N,N,,I,2000012413:18:02-480,-900
QJLYAYVBDVY8RN8U,SIDE,L90,N,N,N,N,N,,I,2000012413:18:10-480,-900
WMZIUSC0M7NJV710,FRONT,F0,N,N,N,N,N,,I,2000012413:18:44-480,-900
VSA6IBSLPKCMSINR,SIDE,L90,N,N,N,N,N,,I,2000012413:18:52-480,-900
W3CVA2NWHLL31CB0,FRONT,F0,N,N,N,N,N,,I,2000012413:19:26-480,-900
TVO3W43AG9CRLRUS,SIDE,L90,N,N,N,N,N,,I,2000012413:19:34-480,-900
TTJHS45OI7C7TCDT,FRONT,F0,N,N,N,N,N,,I,2000012413:20:24-480,-900
LXVXOBS36ZYMZYJK,SIDE,L90,N,N,N,N,N,,I,2000012413:20:38-480,-900
UXJ397GCYXQMLS8Y,FRONT,F0,N,N,N,N,N,,I,2000012413:55:28-480,-900
F5FTXVAP4ITBSBTW,SIDE,L90,N,N,N,N,N,,I,2000012413:55:46-480,-900
RS8YSPYAD7G8SSC3,FRONT,F0,N,N,N,N,N,,I,2000012414:03:58-480,-900
NGO9V2XP11ZB4HWB,SIDE,L90,N,N,N,N,N,,I,2000012414:04:14-480,-900
T9I2KVXAIYGDN6FJ,FRONT,F0,N,N,N,N,N,,I,2000012414:10:26-480,-900
T9PBFSN2HD0248YB,SIDE,L90,N,N,N,N,N,,I,2000012414:10:36-480,-900
QSQ3Q3JZU948ELMV,FRONT,F0,N,N,N,N,N,,I,2000012414:16:56-480,-900
AGSHHQQIVHD0B59I,SIDE,L90,N,N,N,N,N,,I,2000012414:17:10-480,-900
L1A9DGN79C7EODAN,FRONT,F0,N,N,N,N,N,,I,2000012414:24:34-480,-900
DTKOSJCZ8QKSIR7L,SIDE,L90,N,N,N,N,N,,I,2000012414:24:44-480,-900
MTRNINC0AFLREZP3,FRONT,F0,N,N,N,N,N,,I,2000012414:49:34-480,-900
RLT8DR4M3YUCWI2O,SIDE,L90,N,N,N,N,N,,I,2000012414:49:46-480,-900
T3EZ5UKVTBABJUTR,FRONT,F0,N,N,N,N,N,,I,2000012415:38:52-480,-900
F3VHFEY3LVKYMRK2,SIDE,L90,N,N,N,N,N,,I,2000012415:39:04-480,-900
PZPJXKYWZ0Y5NQXA,FRONT,F0,N,N,N,N,N,,I,2000012416:19:18-480,-900
LW2MVLYIHX4BKT7P,SIDE,L90,N,N,N,N,N,,I,2000012416:19:26-480,-900
VMQ86UM6SCDJGNW6,FRONT,F0,N,N,N,N,N,,I,2000012416:36:02-480,-900
HF218VK68IOFPSIB,SIDE,L90,N,N,N,N,N,,I,2000012416:36:10-480,-900
W3J22R0VBHZF0AWL,FRONT,F0,N,N,N,N,N,,I,2000012417:14:10-480,-900
RSVC39O9Q0ZLTCPH,SIDE,L90,N,N,N,N,N,,I,2000012417:14:18-480,-900
PEECYN0PX2K27FKW,FRONT,F0,N,N,N,N,N,,I,2000012417:54:02-480,-900
OZX4OAQHU7KVUIRF,SIDE,L90,N,N,N,N,N,,I,2000012417:54:10-480,-900
I0D4XE2H13SG280J,FRONT,F0,N,N,N,N,N,,I,2000012417:54:30-480,-900
Z1KPEUENCX9ZD5AW,SIDE,L90,N,N,N,N,N,,I,2000012417:54:42-480,-900
XOIC1HUR81SXTFO9,FRONT,F0,N,N,N,N,N,,I,2000012417:55:00-480,-900
ZP8UM1CQ2KXE161M,SIDE,L90,N,N,N,N,N,,I,2000012417:55:06-480,-900
LQGHENLQUF6OVRG0,FRONT,F0,N,N,N,N,N,,I,2000012419:03:26-480,-900
TCIXN4T013KCKSKJ,SIDE,L90,N,N,N,N,N,,I,2000012419:03:32-480,-900
IR7JTLXWQDB2KP0I,FRONT,F0,N,N,N,N,N,,I,2000012419:03:48-480,-900
L0SSQI7NK7UGE7WK,SIDE,L90,N,N,N,N,N,,I,2000012419:03:54-480,-900
JLNLAX3NWGGZAVSK,FRONT,F0,N,N,N,N,N,,I,2000012419:04:16-480,-900
XF0SMZZDDFRG073L,SIDE,L90,N,N,N,N,N,,I,2000012419:04:22-480,-900
RJKXOPK8X3NZYBOY,FRONT,F0,N,N,N,N,N,,I,2000012419:04:50-480,-900
E9K9O4600JJEYLYQ,SIDE,L90,N,N,N,N,N,,I,2000012419:04:58-480,-900
XY69W5AZXQ6631PV,FRONT,F0,N,N,N,N,N,,I,2000012420:22:32-480,-900
W8MQ0G70YV67J0TU,SIDE,L90,N,N,N,N,N,,I,2000012420:22:48-480,-900
O4P29JJK3MCZB49L,FRONT,F0,N,N,N,N,N,,I,2000012420:23:14-480,-900
CE5T5F1ZNC4N009J,SIDE,L90,N,N,N,N,N,,I,2000012420:23:18-480,-900
CCD4SHIBOIOSYC2Y,FRONT,F0,N,N,N,N,N,,I,2000012420:23:46-480,-900
X2GWB6Q0MTXEKE4J,SIDE,L90,N,N,N,N,N,,I,2000012420:23:52-480,-900
UYJROM6J0YKZTDA7,FRONT,F0,N,N,N,N,N,,I,2000012420:24:18-480,-900
MLXK0O9MRA24C10F,SIDE,L90,N,N,N,N,N,,I,2000012420:24:30-480,-900
MB1623D1IBRDWWR8,FRONT,F0,N,N,N,N,N,,I,2000012420:49:28-480,-900
S23X95TES0TOFHZ7,SIDE,L90,N,N,N,N,N,,I,2000012420:49:44-480,-900
QUSIUVADM8522W3C,FRONT,F0,N,N,N,N,N,,I,2000012422:12:54-480,-900
WHARH60CNQF72R72,SIDE,L90,N,N,N,N,N,,I,2000012422:13:10-480,-900
TZ9GR6HJX5I9STWX,FRONT,F0,N,N,N,N,N,,I,2000012422:14:20-480,-900
FIE5MHTF81999QJI,SIDE,L90,N,N,N,N,N,,I,2000012422:14:46-480,-900
EZQ5ULYJBQICTRTT,FRONT,F0,N,N,N,N,N,,I,2000012422:15:56-480,-900
XYFTWL0XWJHIFYAP,SIDE,L90,N,N,N,N,N,,I,2000012422:16:08-480,-900
ML9CQUH0NSXP6J59,FRONT,F0,N,N,N,N,N,,I,2000012422:41:40-480,-900
FCL98Z58ME9EWGYS,SIDE,L90,N,N,N,N,N,,I,2000012422:41:46-480,-900
KX58COEFYU75216T,FRONT,F0,N,N,N,N,N,,I,2000012501:53:22-480,-900
K9OYI90T71C093UF,SIDE,L90,N,N,N,N,N,,I,2000012501:53:28-480,-900
SK54ZCH839OC63V9,FRONT,F0,N,N,N,N,N,,I,2000012501:53:52-480,-900
FK4CPA6KJPA9INMH,SIDE,L90,N,N,N,N,N,,I,2000012501:53:58-480,-900
C5NHGWIBF39PMRK9,FRONT,F0,N,N,N,N,N,,I,2000012502:04:14-480,-900
RPI2DEPL9XM934YS,SIDE,L90,N,N,N,N,N,,I,2000012502:04:18-480,-900
X46JERM8QU8MDO9S,FRONT,F0,N,N,N,N,N,,I,2000012502:04:36-480,-900
ZC0UOMM0EPAKMVIE,SIDE,L90,N,N,N,N,N,,I,2000012502:04:46-480,-900
XYUQ2H3M76M98ZIJ,FRONT,F0,N,N,N,N,N,,I,2000012502:10:02-480,-900
GI86RL14HQ1IIZY4,SIDE,L90,N,N,N,N,N,,I,2000012502:10:08-480,-900
Y05IBGOTT9SSWR51,FRONT,F0,N,N,N,N,N,,I,2000012502:52:26-480,-900
MKAX01YQ0C02S7RG,SIDE,L90,N,N,N,N,N,,I,2000012502:52:34-480,-900
R4G4GO75LEOKX2ES,FRONT,F0,N,N,N,N,N,,I,2000012502:52:50-480,-900
ADGGOEO0FDOOUZZ9,SIDE,L90,N,N,N,N,N,,I,2000012502:52:56-480,-900
LVKEU812PAVUYYZQ,FRONT,F0,N,N,N,N,N,,I,2000012502:53:12-480,-900
LK0JUASCSV45ZPVN,SIDE,L90,N,N,N,N,N,,I,2000012502:53:16-480,-900
EGTH6RXURVOC73PO,FRONT,F0,N,N,N,N,N,,I,2000012502:53:36-480,-900
PTPBEYDXKDQWDOO8,SIDE,L90,N,N,N,N,N,,I,2000012502:53:42-480,-900
PJBCZLA3ZLPK3LM6,FRONT,F0,N,N,N,N,N,,I,2000012503:01:21-480,-900
GKMOV1LHZ7336GSP,SIDE,L90,N,N,N,N,N,,I,2000012503:01:49-480,-900
C5RDU7I2MU1ZQ5O0,FRONT,F0,N,N,N,N,N,,I,2000012503:11:32-480,-900
Y6LMIVBEKIF4E9H6,SIDE,L90,N,N,N,N,N,,I,2000012503:11:38-480,-900
Z1ZQ78GNCGGT5YDE,FRONT,F0,N,N,N,N,N,,I,2000012503:11:56-480,-900
QNHLA57L0PBDENII,SIDE,L90,N,N,N,N,N,,I,2000012503:12:08-480,-900
PCD8HGSY8Y2DW0FJ,FRONT,F0,N,N,N,N,N,,I,2000012503:12:26-480,-900
QT2HKAD5ROXOT7AJ,SIDE,L90,N,N,N,N,N,,I,2000012503:12:34-480,-900
BCNRTNMV2HZPMVDX,FRONT,F0,N,N,N,N,N,,I,2000012503:13:02-480,-900
GU058AHGSG71OLFB,SIDE,L90,N,N,N,N,N,,I,2000012503:13:12-480,-900
L8FBPSKHFREC2EKJ,FRONT,F0,N,N,N,N,N,,I,2000012505:13:30-480,-900
JUS4VSZI9KVL5VL7,SIDE,L90,N,N,N,N,N,,I,2000012505:14:24-480,-900
ES159A8BA64KNUMS,FRONT,F0,N,N,N,N,N,,I,2000012505:16:08-480,-900
D2L3BYHUUL6KJ8YU,SIDE,L90,N,N,N,N,N,,I,2000012505:16:14-480,-900
P683RYM7ZUEMFNWS,FRONT,F0,N,N,N,N,N,,I,2000012505:16:56-480,-900
WSRE54LS1QCD037Q,SIDE,L90,N,N,N,N,N,,I,2000012505:17:02-480,-900
